text,toxic,spam,hate_speech,source
"Thôi xong, thế anh Tiệp k ra vlog chanh sả nữa à",0,0,0,vihsd
Ok ok,0,0,0,vihsd
Cấm đụng cô Minh Hiếu nha,0,0,0,vihsd
Em thích kiểu này,0,0,0,vihsd
Con điên xóm đao,1,0,1,vihsd
Abe 6 vú,0,0,0,vihsd
Chac tui chot wa cuoi dau bug luon,0,0,0,vihsd
2 tiệm bánh mì,0,0,0,vihsd
Xem clip thấy phẫn nộ như này mà tha được sao ? Xin lỗi gì cũng phải diệt,0,0,0,vihsd
❤️Chú,0,0,0,vihsd
Susan đang giận,0,0,0,vihsd
Tâm thư nghe mà cười ị,0,0,0,vihsd
Cho mìh hỏi là sách j đây vậy 😦😦😦,0,0,0,vihsd
thề a ác vs A Quang vl ... a den vl,1,0,0,vihsd
Chi dep nà người fa nghen fưc0762871239,0,0,0,vihsd
Vẫn cứ là okk thầy nhỉ :))),0,0,0,vihsd
- Chủ tịch trêu chó và cái kết bay mất bộ bàn ghế 😂,0,0,0,vihsd
Thằng mặt l này đi trên đường tưởng thần kinh đấy,1,0,1,vihsd
Chán hàn quốc thật cái trend này Việt Nam chơi từ lâu lắm rồi mà bây giờ hàn mới cập nhật 🤣,0,0,0,vihsd
"Tuổi cũng cao rồi mụ già ơi. Sống sao cho con cháu bạn bè quê hương tôn trọng quý mến
Sau này mụ chết cũng về với cát bụi thôi",1,0,1,vihsd
Ghép cl nhé,1,0,0,vihsd
Chi oi chi giau qua cho bon em tiên di,0,0,0,vihsd
Hợp lý :3,0,0,0,vihsd
vác Susan ra nha Thầy,0,0,0,vihsd
"Hình như page này cũng là 1 ""Chi Nhánh"" của Việt tân",0,0,0,vihsd
Trần Gia Bảo đục vào tường ấy,0,0,0,vihsd
yêu cô <3,0,0,0,vihsd
Chúc ông trần dần mạnh khỏe,0,0,0,vihsd
"Biến đi bạn ơi, chảnh chỗ nào vậy? Ghê cái gì?",1,0,1,vihsd
Bao Binh mấy người hay nói đạo lý thường sống lỗi phải không bạn? :>>,1,0,1,vihsd
Con nay ko co an hoc nen moi co hanh dong nhu the.de nguoi ta chua minh ko nhuc a,1,0,1,vihsd
Phương Nguyễn Thanh tất nhiên đây là quan điểm của cá nhân mình. Chứ việc đi ngược số đông hay không thì tùy vào cá nhân cảm nhận mà thôi :)),0,0,0,vihsd
Không được cười Không được cười Không được cười Không được cười Không được cười,0,0,0,vihsd
"Thảo Lê lỡ mấy ng trong khoang thg gia ấy lây cho N17 thì sao, T21 chẳng hạn. Ai biết ai lây cho ai.",0,0,0,vihsd
"cmt,xem trước các thứ đầy đủ vẫn mất fan cứng thì chịuuuuu",0,0,0,vihsd
Chào cả nhà,0,0,0,vihsd
"Lào hỗn, dám cấu kết với giặc ngoại xâm chống lại anh hai tung cuốc àh",0,0,0,vihsd
Bớt nghiệp nhé mn người ta làm ra tiền trên sức lao động người ta mà..nhân quả sẽ có thật nhé mn ...,0,0,0,vihsd
Chất của lóoo,0,0,0,vihsd
"Cơ bản đến năm 2020 đất nước Việt Nam sẽ thành một nước công nghiệp phát triển hàng đầu thế giới, nằm trong tốp G bao nhiêu thì chưa rõ .Như đường lối của đại hội đảng đề ra,và trở thành con ""rồng lộn"" hay con hổ gì đây ...Và thiên đường sẽ sắp đến vớ",0,0,0,vihsd
"Người Miền Bắc,người Miền Trung,người Miền Nam cũng đều là người Việt Nam,tất cả các miền đều có người tốt người xấu,nhưng hầu như đa số tất cả việt cộng mà leo lên hàng lãnh đạo từ cấp tổ dân phố,cấp phường cho tới cấp chóp bu thì không có đứa nào là người tốt cả",1,0,1,vihsd
Cày view video này đê mn cho lên top trending nào 🤪,0,0,0,vihsd
Cắt cho quả mái xong nhìn mặt có chán k,0,0,0,vihsd
Uã.. tuõng su phu đi rùi ..xin chia buòn,0,0,0,vihsd
Tưởng con lợn 😑,0,0,0,vihsd
bất đồng chính kiến là tụi thân trung cộng ghép tội VN phản động.... khốn nạn bọn chó+svn,1,0,1,vihsd
Do Dat gill xô đi đâu thế,0,0,0,vihsd
nhạc jack nghe nhiều mới nghiền,0,0,0,vihsd
from Quang Ninh with lovee >3,0,0,0,vihsd
Huynh Tam HT nó ghi sống nhanh mà :)),0,0,0,vihsd
"Thằng Vẹo lúc bố nó phang mẹ nó thì mẹ nó nghẹo cổ trên gối vì phê, thế là đẻ ra nó cũng Vẹo cổ theo. Đứng Vẹo, Ngồi Vẹo, lãnh đạo đường lối Vẹo",1,0,1,vihsd
From TN with love❤,0,0,0,vihsd
Cầm gậy lên là làm ca sĩ :₫),0,0,0,vihsd
Bùi Trường ko có sách phép thì sao thành công đc :)),0,0,0,vihsd
Giờ này thì gọi grab ship hàng thui chứ ra đường chi nữa :((((,0,0,0,vihsd
"Xin lỗi cảnh sát , buồn cười thật. Phải xin lỗi mọi người dân chứ, vượt đèn đỏ gây tai nạn cho dân . Xl cảnh sát wai gì, nó mà thấy thì ăn hành ngay và luôn",1,0,0,vihsd
Nhat Nguyen nhờ vậy mình mới biết thì ra chị này chửi quen rồi.mình ko có fb bả nên xem lại.mình biết lip củ nhưng vẫn xem như thế nào,0,0,0,vihsd
Abe Giang hồ🤣,0,0,0,vihsd
Nhân vật phụ mà lên hình to vậy abe 🙂,0,0,0,vihsd
"Hải Yến mày ở nhà ứng tuyển trc đi, nếu 1 tháng sau m ổn thì t về 😂",0,0,0,vihsd
Hết nhanh như chớp h qua thách thức danh hài :)))) thầy ăn nhìu giải nhỉ :0,0,0,0,vihsd
Nguyễn Thế Vinh m chờ hết dịch chắc sang năm chạy grap,0,0,0,vihsd
"ĐM. DN nào cũng đóng thuế cả nghìn tỉ. Thế có nghĩa là DN nào cũng đc phép làm ăn bố láo à? Mà tiền thuế đó ở đâu? Cướp ra chắc. Do người tiêu dùng, làm ăn sai thì tìm cách đẩy người tiêu dùng vào tù. :v",1,0,1,vihsd
Cho mình hỏi nick fb của chị ba là gì thế ạ?,0,0,0,vihsd
K lo mang tiếng chết cháy nhưng vẫn chết vì giật :))),0,0,0,vihsd
Phan sa đéc xin chào ae,0,0,0,vihsd
Hài vãi nằm xem mà cười lộn ruột😂😂😂,0,0,0,vihsd
"Nước giờ đắt, bán được giá mà",0,0,0,vihsd
"Xóa bài là đúng thôi,(ko thì các ông lãnh đạo bị lôi cái đuôi ra), có quỹ xóa đói giảm nghèo có mà",1,0,1,vihsd
trung trần dần ? D: ?,0,0,0,vihsd
Vũ Đức Cường nổ lực của thầy hát dc đền bù rồi,0,0,0,vihsd
Nguyễn Linh Hương Ngát lương cao làm part time,0,0,0,vihsd
Mía sâu có đốt nhà dột có nơi ai làm gì nói đàn hoàn mày chửi hết quơ đũa hết vậy mới xin lỗi lại cả cộng đồng bây giờ chửi tiếp bó tay.,1,0,1,vihsd
Á đù idol ở đây luôn,0,0,0,vihsd
đeo kiểu đó có khác gì bảo tụi ăn cướp tao giàu lắm,0,0,0,vihsd
Ủa thầy có nói lộn hk e thấy thầy mới là người hk làm đc gì mà ???,0,0,0,vihsd
Đây là bạn thân của vũ khắc tiệp mọi ngừoi ạ.nên ý thức nó cũng y vậy,1,0,1,vihsd
Linda như thám tử bắt tận tay đối chấp với thanh niên quay lén mình,0,0,0,vihsd
"... rút kinh nghiệm, kiểm điểm nghiêm túc và trong tháng này đồng chí trưởng Công an xã An Đồng cũng nghỉ hưu theo quy định",0,0,0,vihsd
Quan Hoang Trinh thì hoa tay mà,0,0,0,vihsd
"Z cho tui xin 20 trieu dj ,de tui dj cho tu thien ,sdt 0989003524",0,0,0,vihsd
Fan cứng dạo hả thầy lol 🤤,1,0,1,vihsd
tộc của anh chất lừ,0,0,0,vihsd
"nhìn vợ anh lại nhầm sang diễn viên phụ trong phim về nhà đi con trong các tập trăng mật của Vũ và Thư , bikini gạ thụt Vũ",0,0,0,vihsd
Hoang Vo hay,0,0,0,vihsd
Cho con Facebook jk cô ba,0,0,0,vihsd
Duyên quá cô ơi kkk,0,0,0,vihsd
Aba hát hay quá!!! Nghe xong xỉu luôn,0,0,0,vihsd
xin vd vs ạ,0,0,0,vihsd
Bay kênh rồi :))),0,0,0,vihsd
Cực kì thuyết phục ☺️,0,0,0,vihsd
191 tài trợ chương trình này,0,0,0,vihsd
Dễ thương gì đâu,0,0,0,vihsd
Thấy thầy ăn nói lịch sự như này em ko quen lắm 😑😑,0,0,0,vihsd
Ok thầy :),0,0,0,vihsd
Phan cứng trong sự ngỡ ngàng😀,0,0,0,vihsd
Ủa????? Bác làm vậy ai chơi lại bác,0,0,0,vihsd
Nguyễn Định mất não be like,0,0,0,vihsd
Có họ hàng j không mà giống 3 gà vl,0,0,0,vihsd
"Ở xứ sở nào đó thì người ta lại đối xử với nhau như người rừng, chém giết nhau vì lý do vặt vãnh. THật kì lạ !!",1,0,0,vihsd
Abe 6 vú,0,0,0,vihsd
Hay lắm anh Trung Quảng Cáo,0,0,0,vihsd
Huy Đill Lần đầu 😂,0,0,0,vihsd
càng tới dịp lễ Tết hay gì đó là càng muốn về nhà chơi với ba mẹ :((,0,0,0,vihsd
2022 idol về VN rồi^^,0,0,0,vihsd
Mình học theo dị nha Hai Sấy An Diamond Hien Ma Cu POn,0,0,0,vihsd
Nhìn rất HN nhưng thật ra là Cao Bằng :3,0,0,0,vihsd
Duy Trần gửi cho em xin vd với ạ,0,0,0,vihsd
Nguyễn Mạnh Hiệp gửi mấy ộp pa :)),0,0,0,vihsd
"🔥 Trần Dần nói về chuyện ""Yêu thầm"" ca sĩ Như Quỳnh và xem thường Đào Mi...",0,0,0,vihsd
"Hoan hô chú bộ đội đánh mỹ tài ghê , tàu bay mỹ chú bắn cho tan tành 😂😂 sau khi đánh mỹ thì nó thế này đây",1,0,1,vihsd
Tụi m thấy garena.vn ko,0,0,0,vihsd
Nghe giọng mà n*ng hết sức :))))),1,0,0,vihsd
yêu đómm lắmmmm,0,0,0,vihsd
😣,0,0,0,vihsd
thằng lồn này chỉ biết tham Mu chứ biết cc gì,1,0,1,vihsd
Ở đó mà bán rẻ tâm hồn. Sủa cc,1,0,0,vihsd
Về đây bên Abe nha mấy đứa,0,0,0,vihsd
RF có đc top 1 thêm bnhieu lần nữa thì toiii vẫn ế,0,0,0,vihsd
Con đĩ Linh nc ngu vãi! Ai xuống thăm nó chưa nhỉ,1,0,1,vihsd
Chửi bây giời thì bẩn thỉu lắm ahihi,0,0,0,vihsd
k khác dì mấy với bọn thượng đẳng hàn quốc,1,0,1,vihsd
quá chuẩn ảb ạ.,0,0,0,vihsd
Chỉ sợ muộn quá chị ơi em đang thiếu nợ 10 triệu mà chị dám cho em không số điện thoại của em là 094 154 3172,0,0,0,vihsd
"Ông ad làm ăn chán qá, đăng cái gì lên thì kèm theo link giùm cái, ngta đỡ fải search.. Chả nhẽ đầu năm lại phủ đầu cho cái 😂",0,0,0,vihsd
Thịnhh Lửa chơi thế thì chịu 😅😅,0,0,0,vihsd
"nữ sinh chạm vào mà CA đi tù 9 tháng, CA chạm vào má chị bán hàng rong chảy máu tạm đình chỉ =]]z báo còn viết thêm chị ấy chăn dắt ăn xin mới ghê",1,0,1,vihsd
Mến em đã lâu hôm nay mới biết em người chuyện giới 👍👍👍,0,0,0,vihsd
Dan ong hay dan ma co rau vay troi,0,0,0,vihsd
E iu a cho rờ ku..kkk,0,0,0,vihsd
Chán thực sự,0,0,0,vihsd
Thanh Bình do anh bảo k có tư duy của con gái bình à :)),0,0,0,vihsd
Thay vì bình luận * Cực kì thuyết phục* thì chúng ta có thể bình luận những lời yêu thương gửi tới nhau cơ mà. hãy sống đẹp như những con thiên nga của Tchaikovsky bu em àh,0,0,0,vihsd
"Khanh Pham dốt nát kèm nghe bọn ngu 3/// dẻo mồm tiêm nhiễm thì ra thành cái loại như này đó bạn. Có khi mấy đứa 3/// nó tự làm mình nhiễm rồi về VN để lây lan cho dân chúng, sau đó nó đăng tin đăng bài nói nhà nước vô dụng này nọ, gây ra bạo loạn lật",1,0,1,vihsd
thế chốt lại các cháu có được nghỉ ko ạ :((,0,0,0,vihsd
"Cùng ngành và bao che cho nhau,sao biết nó lạm quyền mà xử lý?tôi ở tỉnh xa,đi đến đây bị cảnh sát của ông trưng dụng phương tiện.rồi đợi ông trả xe ở đâu?mất mát đồ đạc,tài sản,xe bị đâm đụng hỏng hóc,biết đâu mà bồi thường?tôi sẽ tiếp tục hành trình,hay ngồi đợi ông quay lại trả phương tiện.....luật mới trả lệ.toàn nghĩ cách chộp giật.",1,0,1,vihsd
Kênh Chat thế giới khác,0,0,0,vihsd
Khánh Ly tự cmt tự thả tim :v,0,0,0,vihsd
Ngô Duy Tân hợp lí,0,0,0,vihsd
E cũng rất thik lm giàu,0,0,0,vihsd
"Tiendat Van Tều thời cấp 2 hâm mộ vl nhể, quả nuôi tóc dài vuốt chéo che kín trán huyền cmn thoại luôn",0,0,0,vihsd
Còn giúp chúng ta thành đạt nữa!!,0,0,0,vihsd
Chị Hậu ơi chị về thay hộ em cái quần với !,0,0,0,vihsd
Anh tôi đẹp trai rồi nhé :)),0,0,0,vihsd
Nguyễn Tuấn Văn thắng thì k tia đâu mà thua là phải soi kk,0,0,0,vihsd
. Good luck to all my friends.. ☘️,0,0,0,vihsd
Chuẩn anh,0,0,0,vihsd
cái gì cũng ngu chỉ có chơi ngu là giỏi :)),0,0,0,vihsd
điểm 10 cho nụ cười thật tươi,0,0,0,vihsd
Bạn Ba còn gạ bạn Thơ vô to lét nữa :))),1,0,0,vihsd
Già mà non,1,0,0,vihsd
Có cc nè em :),1,0,1,vihsd
Nhìn a Châu dễ thương ghê,0,0,0,vihsd
Ad cũng biết ông này à? :)),0,0,0,vihsd
Chỉ có ở Cao Bằng,0,0,0,vihsd
"Bún ốc riêu cua 50k/ bát , ngõ chợ đồng xuân ngày 3 tết @@",0,0,0,vihsd
có ny ko quan trọng quan trọng là có chym hay ko thôi,0,0,0,vihsd
dân chơi Cao Bằng đấy,0,0,0,vihsd
Train với SKT hay GAM gì đi thầy,0,0,0,vihsd
mk chỉ thích xem a độ đá vs a bô béo,0,0,0,vihsd
sao hồi lần chị chị em em bây h tan rã rồi,0,0,0,vihsd
cay vl 😞,1,0,0,vihsd
Cực kỳ thuyết phục :))),0,0,0,vihsd
Phải công nhận a độ nhà mình lời thoại nhiều thật sự,0,0,0,vihsd
Đúng là xem mâý clip nây không tha cho nó đůöc nhìn cái mõm nó góm quá,1,0,1,vihsd
Giờ trung thu nó là mùa sinh sản rồii..đêm 14 là chúng nó bắt đầu phối giống,0,0,0,vihsd
BenBen Duong cùy,0,0,0,vihsd
Có thể cmt khác mấy cái này được không,0,0,0,vihsd
Cô 3 oi...con ham chiếc xe SH 150! lâu lắm rồi mà con không thể nào mua nó được nổi. Cô 3 giúp con 1 lần đi Cô 3,0,0,0,vihsd
lại đêu,0,0,0,vihsd
Chúc mừng abe nhá,0,0,0,vihsd
Ai đó hãy ghép thay cái chai sting bằng cái khác đi :3,0,0,0,vihsd
Vừa xài vừa sạc mất tay như chơi 😑,0,0,0,vihsd
Bài hát này đang có quảng cáo,0,0,0,vihsd
"Biết anh làm streamer mệt và khổ rất nhiều. Nhưng em thấy phục anh vì anh vẫn có thể vừa là vitamin cho bộ lạc vẫn hoàn thành tốt nghĩa vụ của 1 người cha, 1 người chồng, 1 cái trụ cột cho gia đình. Hãy cố gắng giữ gìn những hạnh phúc này nha anh Độ",0,0,0,vihsd
Nguyễn Công Kiên cứng đờ con gà,0,0,0,vihsd
Giàu mà sao não để ở đâu vậy Đức Ngọc,1,0,1,vihsd
Hôm nay sói sẽ đưa ông già đi ăn cua hoàng đế nhé mọi người,0,0,0,vihsd
Hâha,0,0,0,vihsd
Con gái của thầy đó,0,0,0,vihsd
Ai đó làm ơn chỉ mình edit Font chữ như kia vớii,0,0,0,vihsd
"Huyền Trang, Thảo Sọt, Phạm Quang Tuyến",0,0,0,vihsd
Ảnh ghép các ông ơi :)))),0,0,0,vihsd
Hí hí dăm ba con co ro na,0,0,0,vihsd
Bảo My add cái coi😒,0,0,0,vihsd
"khác sạn ko có khác thì trả lương vỡ mồm ak, có khách sạn phải đóng cửa vì ko trả nổi tiền lương cho nv rồi.",0,0,0,vihsd
Trần Trung Dũng biểu tượng đó ở vn là cái khác má ui,0,0,0,vihsd
Dám phản động hả? kkkk .,0,0,0,vihsd
Giảm cân đi hoèn =)),0,0,0,vihsd
được anh ưiiii i,0,0,0,vihsd
Ông trần dần mang súng ra dọa con virus ncov19...tao có súng ▄︻̷̿┻̿═━一nè..tao có súng đó nha.. Bố bảo con virus corona nào dám nhập vào ông.,0,0,0,vihsd
Da thị ba,0,0,0,vihsd
"ad nào quản lý,ib mình mua page",0,0,0,vihsd
Giang Nguyen :)),0,0,0,vihsd
"Co chu, thang Viet cung lam. Chat ca^y",0,0,0,vihsd
Chửi thề t bắn m á,0,0,0,vihsd
Chi oi chi giau thi kê chi khoe cua lam gi,0,0,0,vihsd
Rút kinh nghiệm là lại đc sài nghìn tỷ .,1,0,0,vihsd
Trung ben10,0,0,0,vihsd
Vương Hoàng Thái,0,0,0,vihsd
cho phát biết liền,0,0,0,vihsd
"có bài sấm truyền, đọc hoài",0,0,0,vihsd
"Thực sự văng tục , chửi bậy kể cả chửi văn không phải là cái hay để mọi người hưởng ứng......đmm chẳng biết có phải một người viết hay không . Nhưng mà chửi hay vkllllllllll (y) Đọc mà nhiều lúc thấy đời đỡ bất công !",1,0,0,vihsd
Ko biết có ý gì luôn,0,0,0,vihsd
Bùn,0,0,0,vihsd
"Nể nhất Lân Ca.! Sức chịu đựng thật phi thường,chứ e cười muốn sái hàm luôn.😂",0,0,0,vihsd
Linh Chi zề là duii rùiiii kakaa,0,0,0,vihsd
Nguyễn Kỳ Anh cùng nhau chúc mừng thầy của chúng ta đạt nút vàng nào :))),0,0,0,vihsd
Nghe ông này nói phét cũng hài phết 🤣🤣🤣🤣🤣 chúc ông có nhiều sức khỏe để cống hiến tiếng cười cho cộng đồng nhé .,0,0,0,vihsd
Tôi co vang xe lamborini moto 100 000 nha biet thu,0,0,0,vihsd
Phạm Văn Lộc yên nhen idol,0,0,0,vihsd
Nhắc nhẹ ở đây còn 1 người nữa cũng rất đẹp trai,0,0,0,vihsd
😂,0,0,0,vihsd
Mỹ Hạnh hạnh là 1 bông hoa dại à 🤣,0,0,0,vihsd
Tóc du thiên đây mà,0,0,0,vihsd
Phật độ ai chứ del độ tóc a Chip,0,0,0,vihsd
Lê Nhật Trâm khúc cuối quái vật táp đứt đầu kris 😞,0,0,0,vihsd
Gil muôn nơi 😕,0,0,0,vihsd
Hô hô. Lưu ý thì là lưu ý. Ai k biết thì đọc. Biết r thì có thể bỏ qua =))) k biết có thể k đọc. Biết r cũng có thể đọc chả sao =))) m biết thằng khác k biết thì nó đọc xong nó sẽ biết. Ai bắt m đọc đâu =))) tự nhiên đọc xong rồi ngồi tưởng tao tưởng tao là giáo sư,0,0,0,vihsd
ăn mì gói nhiều có hại cho sức khỏe đấy bác Dần ơi,0,0,0,vihsd
Cực kỳ thuyết phục!,0,0,0,vihsd
Nguyễn Hoàng An chắc tưởng đây care =)))),0,0,0,vihsd
"Thằng này nó thuộc dạng súc sinh,k còn từ ngữ gì để miêu tả hết độ cặn bã, khốn nạn,bỉ ổi của nó,k biết thằng bố con mẹ nó nghĩ gì khi có thằng con như nó,k biết con vợ nó cảm nhận thế nào về thằng chồng thổ tả như nó, thằng súc sinh này làm dơ bẩn thế giới đàn ông",1,0,1,vihsd
Ngô Duy Tân bạn là người làm trong cty st à,0,0,0,vihsd
Chị ba .bản lĩnh con cháu hai bà trưng bà triệu👍🙏❤🌍,0,0,0,vihsd
Đạo diễn phim,0,0,0,vihsd
Đây là câu chuyện buồn mà🙁,0,0,0,vihsd
Thầy dạy em không được xạo lồn mà ?,0,0,0,vihsd
Ủa r ko chữa đc thì dùng 106 triệu mua đồ cúng mỗi năm à :),0,0,0,vihsd
Nó lại được vãi lòn,1,0,0,vihsd
6 tuổi xinh quá các bác ạ ♥️♥️,0,0,0,vihsd
Thương chị ghê,0,0,0,vihsd
Duy Nguyen this me 🤣🤣🤣🤣🤣🤣 stay laughing in the middle of fun session,0,0,0,vihsd
Bóng gió sao nó hõn thấy ghê đã là người không được may mắn sao không biết tu bớt để an nhàn tâm hồn cứ sân si bởi vậy làm ảnh hưởng đến cộng đồng  người đồng tính đa phần họ hiền lành dễ thương mà sao đám quỹ chửi mất dạy quá conquy già kim ngọc  ngọc hiếu sao không biết nhục mà chương mặt ra,1,0,1,vihsd
"hàn quốc là phồn vinh giả tạo, làm tay sai cho đế quốc thôi",1,0,1,vihsd
dcm =))),1,0,0,vihsd
Câu chuyện về 5 thầy trò và những đồi giày bạc tỉ :)),0,0,0,vihsd
@Anh Japan  Cứ ngồi đó chê người khác đi em. Quả báo cũng sẽ tìm đến em. Không sớm cũng muộn nha bé.💓,0,0,0,vihsd
Thần đồng toán học !,0,0,0,vihsd
em lập xong cho thầy r thầy ơi,0,0,0,vihsd
Dự tuyển ở đâu vậy,0,0,0,vihsd
Gâu Gâu dể sợ hên về sớm,0,0,0,vihsd
"Thoại Trần ok chính \""tã\"" :))",0,0,0,vihsd
chào bọn sống chậm mình từ tương lai tìm cái bọn sống chậm lại để thủ tiêu bọn nó nhé,0,0,0,vihsd
"Ok tức ziên trần dần , tức ziên luôn luôn tức ziên bưng bô cho cộng sản rất xuất sắc , tức ziên trần dần nằm vùng rất xuất sắc . Tức ziên trần dần luôn là đệ nhất danh hài siêu sao tức ziên tức ziên tức diên",0,0,0,vihsd
Trần Tài,0,0,0,vihsd
Nhạc hoaxpox mix hay vl,0,0,0,vihsd
ok . chuẩn ! t cg giống bn khi bjt mjh k dc bg ng thì fai hết sức nỗ lực .....,0,0,0,vihsd
Tùngg Ngố cl,1,0,0,vihsd
Con e vừa ngủ vào đọc đuọc quả này e cười to quá nó lại dậy.cho nghe Thất Tình nó lại ngủ luôn.V~ cả Trịnh đình quang,0,0,0,vihsd
Cực kì thuyết phục!!!,0,0,0,vihsd
Định nghĩa chủ vs CEO nó khác nhau chứ 🙄🙄,0,0,0,vihsd
Họ đang coi đá banh r 😌,0,0,0,vihsd
Giọng cười phu thê =))),0,0,0,vihsd
Chào ank Độ. Có thể ank không biết em. Nhưng em biết ank đấy. Vài năm trước em cũng giống ank bây giờ...,0,0,0,vihsd
Nghe các thánh cmt mà muốn cmt quá,0,0,0,vihsd
Đm cái đầu b gì cũng tăng ...đm,1,0,0,vihsd
Tạ Tường xin link ảnh,0,0,0,vihsd
Gia Khang tui nhường bạn á,0,0,0,vihsd
Đúng hay sai nhưng mở mồm ra đòi nửa tỷ là sai cmnr :v đời k ai ăn không của ai đc cái gì đâu :v ngu + tham thì chết thôi :v,1,0,0,vihsd
Kaxỹyyyy Katm??? What????,0,0,0,vihsd
Thế này mới yêu,0,0,0,vihsd
@Linsa NCT muốn bt tht hay giả mua đi rk bt,0,0,0,vihsd
Em mất mẹ Fan Cứng r anh uiwiii i,0,0,0,vihsd
Chào a Gil xô,0,0,0,vihsd
Vậy e sẽ Thành người trung thực,0,0,0,vihsd
Nghe lần đầu k hay nhưng nghe lần 2 3 4 lần n sẽ nghiện nha 🤪🤪,0,0,0,vihsd
đập bộ PC lấy j stream,0,0,0,vihsd
Kiim Synk's đú trend nè🤣,0,0,0,vihsd
Kiện chết mẹ nhà nó cho nó đi tù 12 năm đi bồi thường thuêtj hại cho cả khu,1,0,0,vihsd
Thùng rỗng kêu to ...,0,0,0,vihsd
Thà để mồ hôi rơi trên sách còn hơn là rơi trên công trường các em nhé :( thôi anh ns vậy thôi . đi đảo nốt đống vữa đã,0,0,0,vihsd
Lữ Văn Thánh,0,0,0,vihsd
Hay rồi a ơi. Team mình là team streamer mà đâu có train nhiều như tụi nó đc. Đc đi thái là vui rồi.,0,0,0,vihsd
khi mày mặc quần trong đắt hơn quần ngoài :)),0,0,0,vihsd
Thành Học oke chiều xuống =)))),0,0,0,vihsd
Rin Tẹt :v,0,0,0,vihsd
Nhà tài trợ giấu mặt đã ủng hộ cho RF mua bo trong game đấu này <3,0,0,0,vihsd
"Trần Tân Kiệt Đây là một lần thử sức với phong cách mới mà, lời nếu ko bật sub thì hơi khó nghe thật nhưng mà bật sub lên lời vẫn rất hoa mĩ và đậm chất miền tây nhé",0,0,0,vihsd
Chi hieu dep qua da mat chi dep qua,0,0,0,vihsd
Hai Vu trong truyền thuyết đây hả :))),0,0,0,vihsd
Chào thầy ba girl😌nứng vcl,1,0,0,vihsd
Lần nào cũng đưa con Robot này lên bìa mặt báo :)),0,0,0,vihsd
Nghe có lý nhưng lại rất thuyết phục,0,0,0,vihsd
Mạng VNPT lag mình cũng ko xem đc,0,0,0,vihsd
Được,0,0,0,vihsd
😂😂😂,0,0,0,vihsd
Có 5 thằng like. Có nghĩa bên cạnh thằng óc chó có thêm 5 thằng óc như chó :)),1,0,1,vihsd
Yêu xa 😓😓,0,0,0,vihsd
Chơi tiên trị bị thánh quật cho chết đó 🤣,0,0,0,vihsd
Cũng trong này luôn,0,0,0,vihsd
Nguyen van Giang thắng tới nơi sủa bậy,1,0,1,vihsd
Mặt nó lại ngáo 🤣,0,0,0,vihsd
Cương Đặng con mực mà,0,0,0,vihsd
Chưa được một lần xem phim trong rạp,0,0,0,vihsd
Qua mặt j do fan minh hiếu vô chọc trần đoàn trước chi. Chó hùa,1,0,1,vihsd
Có ai nạp cho ko b,0,0,0,vihsd
"Đuỵt mọe, các ông nghĩ cứ sáng tạo ra cái cc gì cũng được lôi ra mà thử nghiệm hết đấy",1,0,0,vihsd
Kh thích xem nono,0,0,0,vihsd
Công thức phá sản =)),0,0,0,vihsd
Cho Lên Top Nào Tộc Nhà Ta Ơi <333333,0,0,0,vihsd
hóng đc chọn :((,0,0,0,vihsd
người sản xuất iphone idol anh độ rồi :v,0,0,0,vihsd
Đặng Hải Long t sạch mà,0,0,0,vihsd
"\""đập vào mặt cái nk sale up to 50% thế này còn gì bằng\"" Bạch Tuyết said",0,0,0,vihsd
chị Hiếu đẹp hao hao giống chị Cẩm Ly hen,0,0,0,vihsd
Cho vào tù cách ly mẹ đi,1,0,0,vihsd
Còn sống thì chắc đúng là Sam rồi 😂,0,0,0,vihsd
Huynh Tin Đúng drama,0,0,0,vihsd
nha tien tri tran dan co don duoc khi nao minh bi nhiem corona hay khong,0,0,0,vihsd
Nguyễn Thế Sơn tớ cũngg công nhận là mix tiếng nhạc áp tiếng người nhưng mà câu từ cũng khá hay nếu nghe nhiều thì cũng ok,0,0,0,vihsd
"Đề nghị ông Trần Dần nên cạo lông, cạo râu sạch sẽ khi nói chiện với khán giả nghen.",0,0,0,vihsd
tụi trung + nó qua VN mặc áo dài luôn rồi ah. các bạn bò vô cho mình tí ý kiến với !!! thanks các bạn,1,0,1,vihsd
Khịa pew vl,1,0,0,vihsd
1 thời tuổi thơ ấy chứ,0,0,0,vihsd
Tém tém chút má ơi :)),0,0,0,vihsd
Lê Hải Nam xin vid bro 😀,0,0,0,vihsd
Nguyễn Thị Hồng Lê Không hay thật à em. Tưởng mới nó phải hay chứ 😑😑😑,0,0,0,vihsd
Phạm văn rạng từng bắt dính 3 quả của pele và vô địch sea game lần 1,0,0,0,vihsd
Anh Minh,0,0,0,vihsd
Nguyen Dương Thi Thuy làm quai đeo trên lưng mỗi lần ra đường này😞,0,0,0,vihsd
Mặt này đâu phải tùng sói,0,0,0,vihsd
Tối nay shop acc thầy Ba sẽ có nhiều acc hơn để chúng ta mua :)),0,0,0,vihsd
Sao cô đẹp quá vậy,0,0,0,vihsd
Hahaaa =))),0,0,0,vihsd
Phạm Phúc cmt dạo lên fan cứng thì kinh dồi,0,0,0,vihsd
nó joke mà sao mấy ông nhạt vl vậy,0,0,0,vihsd
